Age,Gender,City,AreaType,AnnualIncome,CreditScore,LoanApproved
27,Male,Coimbatore,Semi-Urban,341099,788,0
60,Female,Chennai,Urban,750421,697,1
26,Male,Bengaluru,Urban,749966,667,1
42,Female,Chennai,Urban,460460,632,0
21,Female,Mumbai,Urban,351552,637,0
24,Female,Trivandrum,Semi-Urban,522839,659,0
63,Male,Chennai,Urban,460421,667,1
49,Female,Bengaluru,Urban,612819,576,0
41,Female,Kochi,Semi-Urban,923953,679,1
46,Female,Pune,Urban,732269,543,0
34,Male,Delhi,Urban,751833,743,1
29,Male,Trivandrum,Semi-Urban,599151,585,1
32,Male,Delhi,Urban,1128712,689,1
62,Male,Coimbatore,Semi-Urban,623306,687,1
26,Male,Pune,Urban,745122,747,1
40,Male,Delhi,Urban,819726,686,1
44,Male,Mumbai,Urban,589775,675,1
47,Male,Madurai,Semi-Urban,641492,695,1
58,Male,Pune,Urban,486031,653,1
28,Female,Bengaluru,Urban,603600,654,1
21,Male,Delhi,Urban,892689,690,1
44,Male,Coimbatore,Semi-Urban,832783,665,1
27,Male,Delhi,Urban,737510,712,1
39,Female,Mumbai,Urban,782060,635,1
42,Female,Kochi,Semi-Urban,592512,727,1
55,Male,Hyderabad,Urban,789632,703,1
50,Male,Hyderabad,Urban,569539,681,1
49,Female,Pune,Urban,273317,602,0
42,Male,Kochi,Semi-Urban,966489,721,1
31,Male,Madurai,Semi-Urban,559145,778,1
40,Male,Coimbatore,Semi-Urban,810857,656,1
49,Male,Kochi,Semi-Urban,527451,722,1
61,Female,Coimbatore,Semi-Urban,61973,674,0
62,Male,Hyderabad,Urban,585437,625,1
54,Female,Kochi,Semi-Urban,231663,641,0
21,Female,Delhi,Urban,751071,674,1
51,Male,Kochi,Semi-Urban,554160,702,1
50,Male,Chennai,Urban,843773,606,1
38,Male,Hyderabad,Urban,646665,644,1
37,Male,Hyderabad,Urban,393981,681,1
58,Male,Delhi,Urban,733959,616,1
34,Female,Pune,Urban,288080,699,1
43,Male,Pune,Urban,538580,766,1
45,Female,Chennai,Urban,227213,674,1
35,Male,Hyderabad,Urban,670018,716,1
42,Female,Bengaluru,Urban,649461,616,1
23,Female,Mumbai,Urban,625225,648,0
39,Male,Coimbatore,Semi-Urban,412828,729,1
64,Male,Madurai,Semi-Urban,870480,611,0
54,Male,Chennai,Urban,781741,644,1
55,Male,Chennai,Urban,646809,737,1
21,Male,Chennai,Urban,483831,649,0
41,Male,Hyderabad,Urban,530026,580,1
49,Male,Coimbatore,Semi-Urban,596930,651,1
26,Female,Kochi,Semi-Urban,379812,767,0
57,Male,Coimbatore,Semi-Urban,770624,751,1
21,Male,Delhi,Urban,851867,676,1
21,Male,Chennai,Urban,941814,668,1
47,Male,Chennai,Urban,531262,797,1
41,Male,Bengaluru,Urban,875453,633,1
36,Female,Coimbatore,Semi-Urban,887781,647,0
64,Male,Coimbatore,Semi-Urban,473581,732,0
60,Male,Trivandrum,Semi-Urban,399243,636,0
46,Male,Bengaluru,Urban,817319,698,1
36,Male,Trivandrum,Semi-Urban,490296,618,0
48,Male,Bengaluru,Urban,453218,754,1
21,Female,Bengaluru,Urban,763270,658,1
56,Male,Mumbai,Urban,322816,647,0
30,Male,Mumbai,Urban,510835,637,1
63,Female,Coimbatore,Semi-Urban,227190,622,0
37,Male,Kochi,Semi-Urban,431854,662,1
43,Male,Chennai,Urban,468508,562,1
27,Female,Chennai,Urban,449957,625,0
64,Male,Hyderabad,Urban,513982,680,1
27,Female,Bengaluru,Urban,189142,684,0
64,Male,Hyderabad,Urban,398685,676,1
35,Male,Trivandrum,Semi-Urban,868973,642,1
54,Male,Chennai,Urban,659635,755,1
24,Male,Coimbatore,Semi-Urban,497527,723,0
34,Male,Mumbai,Urban,468924,674,1
34,Male,Hyderabad,Urban,753041,674,1
36,Female,Mumbai,Urban,617175,656,1
27,Female,Trivandrum,Semi-Urban,375582,647,0
52,Male,Delhi,Urban,493286,672,1
39,Male,Bengaluru,Urban,352640,727,1
22,Female,Pune,Urban,461485,657,0
30,Female,Bengaluru,Urban,737016,744,1
37,Male,Pune,Urban,716954,647,1
57,Female,Bengaluru,Urban,805829,754,1
32,Male,Coimbatore,Semi-Urban,628434,665,1
26,Male,Delhi,Urban,298174,714,1
42,Male,Mumbai,Urban,350866,793,1
52,Female,Bengaluru,Urban,694816,800,1
61,Female,Chennai,Urban,620351,612,0
40,Female,Coimbatore,Semi-Urban,368165,731,0
21,Male,Madurai,Semi-Urban,531530,632,0
26,Female,Delhi,Urban,979955,698,1
39,Male,Hyderabad,Urban,786316,704,1
38,Male,Bengaluru,Urban,899722,723,1
26,Male,Kochi,Semi-Urban,364154,616,0
53,Male,Hyderabad,Urban,934078,621,1
43,Female,Bengaluru,Urban,495961,638,0
43,Male,Kochi,Semi-Urban,914441,709,1
46,Female,Mumbai,Urban,671660,692,1
33,Male,Bengaluru,Urban,725699,700,1
27,Male,Bengaluru,Urban,738930,621,1
35,Female,Trivandrum,Semi-Urban,619759,688,1
64,Male,Bengaluru,Urban,716689,647,1
47,Female,Madurai,Semi-Urban,396236,649,0
46,Female,Hyderabad,Urban,574212,673,1
53,Male,Bengaluru,Urban,756139,604,1
35,Female,Trivandrum,Semi-Urban,621772,706,1
56,Male,Delhi,Urban,529849,608,1
47,Female,Hyderabad,Urban,646750,659,1
25,Male,Mumbai,Urban,327195,717,1
22,Male,Bengaluru,Urban,809222,604,1
53,Male,Kochi,Semi-Urban,184214,609,0
36,Male,Hyderabad,Urban,595007,731,1
43,Female,Trivandrum,Semi-Urban,752041,626,0
58,Female,Kochi,Semi-Urban,616309,728,0
36,Female,Kochi,Semi-Urban,506184,701,1
34,Male,Coimbatore,Semi-Urban,819924,613,1
49,Female,Kochi,Semi-Urban,462215,688,0
46,Male,Mumbai,Urban,936941,702,1
55,Male,Hyderabad,Urban,558021,610,1
35,Male,Bengaluru,Urban,550941,683,1
23,Male,Coimbatore,Semi-Urban,745623,721,1
43,Female,Trivandrum,Semi-Urban,537948,675,1
49,Male,Chennai,Urban,619197,687,1
54,Male,Madurai,Semi-Urban,714258,672,1
53,Female,Delhi,Urban,354924,731,0
61,Female,Mumbai,Urban,722572,675,1
61,Female,Bengaluru,Urban,261325,645,0
43,Male,Hyderabad,Urban,597400,668,1
27,Female,Kochi,Semi-Urban,528691,601,0
23,Male,Bengaluru,Urban,337757,529,0
52,Male,Mumbai,Urban,938288,638,1
51,Female,Pune,Urban,633475,756,1
38,Female,Trivandrum,Semi-Urban,469462,730,0
63,Female,Delhi,Urban,628395,597,0
27,Male,Delhi,Urban,1097362,627,1
61,Female,Bengaluru,Urban,400924,648,0
21,Female,Pune,Urban,731590,670,1
34,Male,Pune,Urban,417091,628,1
52,Male,Kochi,Semi-Urban,696461,649,0
26,Female,Bengaluru,Urban,468173,731,0
59,Male,Chennai,Urban,567287,630,1
30,Female,Chennai,Urban,631630,708,1
27,Male,Delhi,Urban,864011,718,1
46,Female,Chennai,Urban,305215,799,0
54,Female,Trivandrum,Semi-Urban,939933,645,0
50,Male,Delhi,Urban,216354,624,0
56,Female,Bengaluru,Urban,665530,594,0
41,Male,Trivandrum,Semi-Urban,612074,713,1
37,Male,Chennai,Urban,573733,701,1
53,Male,Coimbatore,Semi-Urban,607255,674,1
30,Male,Hyderabad,Urban,704365,696,1
62,Female,Hyderabad,Urban,692343,684,1
32,Female,Bengaluru,Urban,564093,659,1
36,Male,Pune,Urban,740653,663,1
61,Male,Kochi,Semi-Urban,554080,675,1
52,Male,Mumbai,Urban,618691,802,1
35,Female,Bengaluru,Urban,831556,725,1
47,Female,Trivandrum,Semi-Urban,837333,621,0
48,Female,Hyderabad,Urban,809556,699,1
37,Female,Pune,Urban,394994,679,1
22,Male,Pune,Urban,685260,770,1
56,Male,Trivandrum,Semi-Urban,692297,742,1
27,Female,Pune,Urban,953522,674,1
33,Female,Bengaluru,Urban,758571,678,1
35,Female,Hyderabad,Urban,474589,623,0
45,Female,Chennai,Urban,523646,712,1
43,Female,Bengaluru,Urban,91498,737,1
42,Female,Pune,Urban,584570,686,1
46,Female,Bengaluru,Urban,526146,693,1
53,Female,Madurai,Semi-Urban,495065,663,0
31,Male,Trivandrum,Semi-Urban,444073,724,1
30,Male,Hyderabad,Urban,907417,612,1
45,Male,Bengaluru,Urban,62445,624,1
57,Female,Bengaluru,Urban,346224,726,0
63,Male,Chennai,Urban,1077337,609,1
58,Male,Mumbai,Urban,796816,648,1
61,Male,Mumbai,Urban,661178,666,1
44,Female,Delhi,Urban,599058,703,1
60,Male,Coimbatore,Semi-Urban,482964,687,0
53,Male,Hyderabad,Urban,344712,526,0
37,Male,Chennai,Urban,673529,709,1
44,Female,Coimbatore,Semi-Urban,759935,668,1
57,Male,Hyderabad,Urban,461397,733,1
22,Male,Hyderabad,Urban,236635,631,0
52,Female,Trivandrum,Semi-Urban,732937,758,0
44,Male,Pune,Urban,755046,621,1
29,Male,Madurai,Semi-Urban,766383,656,1
24,Female,Bengaluru,Urban,568299,743,1
37,Male,Mumbai,Urban,168294,792,1
37,Female,Bengaluru,Urban,354970,621,0
50,Male,Pune,Urban,857172,804,1
60,Male,Chennai,Urban,329885,561,0
31,Female,Chennai,Urban,739990,717,1
41,Female,Madurai,Semi-Urban,395751,768,0
41,Male,Pune,Urban,375629,628,1
38,Male,Trivandrum,Semi-Urban,965175,741,1
49,Female,Bengaluru,Urban,972572,654,1
44,Female,Mumbai,Urban,632648,642,1
30,Male,Coimbatore,Semi-Urban,503075,612,1
37,Female,Delhi,Urban,806409,676,1
38,Male,Bengaluru,Urban,284079,687,1
62,Male,Chennai,Urban,842318,620,1
40,Male,Madurai,Semi-Urban,1004100,751,1
57,Male,Delhi,Urban,716133,649,1
38,Male,Trivandrum,Semi-Urban,367440,678,1
37,Male,Hyderabad,Urban,904919,691,1
29,Male,Delhi,Urban,662548,829,1
34,Male,Pune,Urban,571932,744,1
49,Male,Hyderabad,Urban,406197,720,1
51,Male,Kochi,Semi-Urban,372038,657,0
24,Female,Chennai,Urban,830676,698,1
38,Male,Bengaluru,Urban,584762,703,1
40,Female,Coimbatore,Semi-Urban,582673,678,1
63,Male,Coimbatore,Semi-Urban,625216,727,1
64,Male,Kochi,Semi-Urban,209519,836,0
29,Male,Chennai,Urban,595591,624,1
33,Female,Chennai,Urban,598702,700,1
35,Male,Madurai,Semi-Urban,899030,699,1
47,Male,Hyderabad,Urban,765523,668,1
35,Female,Coimbatore,Semi-Urban,357150,646,0
48,Female,Hyderabad,Urban,521315,643,0
57,Female,Pune,Urban,809256,792,1
39,Male,Madurai,Semi-Urban,339457,687,1
46,Male,Bengaluru,Urban,939200,730,1
46,Female,Coimbatore,Semi-Urban,591894,666,0
45,Male,Chennai,Urban,707242,701,1
46,Female,Chennai,Urban,511621,705,1
46,Female,Mumbai,Urban,508873,668,1
48,Female,Delhi,Urban,415632,693,0
38,Male,Hyderabad,Urban,907362,744,1
52,Male,Delhi,Urban,718354,624,1
23,Female,Chennai,Urban,406713,691,0
22,Male,Bengaluru,Urban,741108,708,1
53,Male,Delhi,Urban,788095,719,1
62,Male,Delhi,Urban,816292,727,1
39,Male,Kochi,Semi-Urban,656285,716,1
37,Male,Kochi,Semi-Urban,634198,739,1
64,Female,Madurai,Semi-Urban,413710,659,0
53,Male,Mumbai,Urban,866329,752,1
32,Male,Bengaluru,Urban,733340,686,1
23,Male,Kochi,Semi-Urban,797780,723,1
63,Male,Kochi,Semi-Urban,223427,614,0
46,Female,Delhi,Urban,791315,713,1
55,Female,Kochi,Semi-Urban,605014,687,0
28,Male,Hyderabad,Urban,765525,664,1
56,Female,Bengaluru,Urban,360411,744,0
27,Male,Kochi,Semi-Urban,962633,691,1
56,Female,Chennai,Urban,469601,690,0
36,Male,Mumbai,Urban,830358,608,1
44,Male,Mumbai,Urban,559059,645,1
21,Male,Mumbai,Urban,970059,689,1
45,Female,Delhi,Urban,659543,646,1
30,Male,Bengaluru,Urban,976947,752,1
36,Female,Pune,Urban,585996,665,1
36,Male,Trivandrum,Semi-Urban,377429,631,0
28,Female,Mumbai,Urban,659224,624,1
49,Male,Chennai,Urban,573354,673,1
59,Female,Bengaluru,Urban,479179,722,0
48,Male,Kochi,Semi-Urban,848629,633,0
26,Male,Hyderabad,Urban,329380,627,0
36,Female,Chennai,Urban,982313,651,1
40,Female,Hyderabad,Urban,562996,676,1
36,Female,Delhi,Urban,327582,627,0
27,Male,Kochi,Semi-Urban,677964,686,1
61,Male,Kochi,Semi-Urban,636552,757,1
34,Male,Madurai,Semi-Urban,569242,679,1
63,Male,Chennai,Urban,474027,659,1
46,Male,Kochi,Semi-Urban,862815,735,1
46,Male,Bengaluru,Urban,707877,622,1
34,Female,Delhi,Urban,502864,706,1
27,Female,Delhi,Urban,679646,681,1
53,Male,Chennai,Urban,444001,764,1
46,Male,Mumbai,Urban,795707,742,1
40,Male,Coimbatore,Semi-Urban,1019350,582,1
23,Female,Bengaluru,Urban,821419,690,1
24,Male,Mumbai,Urban,467888,607,0
46,Female,Pune,Urban,407552,737,0
31,Male,Mumbai,Urban,619770,632,1
22,Male,Trivandrum,Semi-Urban,278116,719,0
34,Female,Coimbatore,Semi-Urban,782990,737,1
64,Female,Chennai,Urban,733145,588,0
50,Male,Chennai,Urban,569313,753,1
32,Male,Trivandrum,Semi-Urban,541990,736,1
46,Female,Trivandrum,Semi-Urban,577885,627,0
64,Male,Bengaluru,Urban,912358,738,1
53,Female,Hyderabad,Urban,518878,620,0
33,Female,Mumbai,Urban,360808,725,1
34,Female,Coimbatore,Semi-Urban,443644,675,0
44,Male,Mumbai,Urban,797879,609,1
54,Male,Pune,Urban,407845,753,1
64,Female,Pune,Urban,839717,753,1
46,Male,Coimbatore,Semi-Urban,559694,689,1
41,Male,Kochi,Semi-Urban,241289,681,1
48,Female,Mumbai,Urban,749736,659,1
56,Male,Bengaluru,Urban,545728,707,1
60,Female,Delhi,Urban,674311,700,1
22,Female,Hyderabad,Urban,475356,756,0
62,Female,Hyderabad,Urban,846186,690,1
29,Female,Kochi,Semi-Urban,689132,749,1
43,Male,Mumbai,Urban,1033277,586,1
35,Male,Trivandrum,Semi-Urban,742108,720,1
33,Female,Mumbai,Urban,553445,688,1
43,Male,Chennai,Urban,427099,697,1
37,Female,Mumbai,Urban,316551,770,1
22,Female,Pune,Urban,574248,735,1
40,Male,Coimbatore,Semi-Urban,582030,662,1
40,Female,Chennai,Urban,918196,637,1
23,Male,Mumbai,Urban,517759,584,1
32,Male,Pune,Urban,802939,702,1
60,Female,Bengaluru,Urban,578650,741,1
22,Female,Chennai,Urban,978368,743,1
56,Male,Chennai,Urban,286802,659,1
34,Male,Delhi,Urban,870409,742,1
36,Male,Mumbai,Urban,500198,743,1
39,Male,Bengaluru,Urban,778312,728,1
54,Male,Kochi,Semi-Urban,914353,682,1
64,Male,Bengaluru,Urban,529757,677,1
26,Female,Delhi,Urban,380748,706,0
33,Female,Mumbai,Urban,361378,714,1
56,Male,Mumbai,Urban,429209,656,1
42,Male,Bengaluru,Urban,114178,661,1
38,Female,Kochi,Semi-Urban,554482,693,1
32,Female,Mumbai,Urban,729956,649,1
50,Female,Mumbai,Urban,649197,654,1
60,Male,Delhi,Urban,524390,592,1
27,Male,Delhi,Urban,422626,629,0
52,Male,Bengaluru,Urban,485810,717,1
39,Female,Bengaluru,Urban,656742,730,1
26,Male,Chennai,Urban,765051,678,1
40,Male,Kochi,Semi-Urban,300931,719,1
47,Male,Delhi,Urban,631475,568,1
63,Male,Trivandrum,Semi-Urban,653012,701,1
57,Female,Trivandrum,Semi-Urban,411304,607,0
27,Male,Madurai,Semi-Urban,709387,638,0
25,Female,Hyderabad,Urban,786691,712,1
31,Male,Hyderabad,Urban,485984,720,1
35,Male,Coimbatore,Semi-Urban,426681,584,0
23,Male,Chennai,Urban,1031103,596,1
25,Male,Mumbai,Urban,760095,646,1
43,Male,Chennai,Urban,635955,590,1
57,Female,Madurai,Semi-Urban,465148,659,0
29,Female,Mumbai,Urban,445449,723,1
35,Male,Chennai,Urban,714621,602,1
23,Male,Trivandrum,Semi-Urban,435494,780,0
49,Female,Chennai,Urban,426844,666,0
26,Male,Pune,Urban,573011,698,1
37,Male,Hyderabad,Urban,727654,628,1
46,Male,Kochi,Semi-Urban,952796,732,1
41,Female,Hyderabad,Urban,648082,691,1
28,Male,Coimbatore,Semi-Urban,435684,692,1
41,Male,Madurai,Semi-Urban,546453,699,1
31,Male,Coimbatore,Semi-Urban,860824,615,1
58,Male,Coimbatore,Semi-Urban,840630,700,1
28,Male,Bengaluru,Urban,849414,715,1
62,Female,Pune,Urban,802735,603,0
44,Female,Kochi,Semi-Urban,982820,666,1
55,Male,Madurai,Semi-Urban,641484,664,1
34,Male,Kochi,Semi-Urban,750339,682,1
34,Female,Chennai,Urban,438680,716,1
30,Female,Delhi,Urban,646593,720,1
32,Male,Bengaluru,Urban,654524,675,1
58,Male,Trivandrum,Semi-Urban,757730,727,1
64,Male,Mumbai,Urban,474993,611,0
54,Male,Chennai,Urban,286964,693,1
61,Male,Pune,Urban,483844,579,0
30,Female,Madurai,Semi-Urban,812362,655,1
37,Male,Madurai,Semi-Urban,557552,704,1
37,Female,Coimbatore,Semi-Urban,693881,715,1
23,Female,Trivandrum,Semi-Urban,480287,694,0
51,Female,Kochi,Semi-Urban,808137,758,0
21,Male,Bengaluru,Urban,578844,685,1
32,Male,Madurai,Semi-Urban,576037,594,1
59,Female,Madurai,Semi-Urban,865505,566,0
24,Female,Trivandrum,Semi-Urban,915304,630,0
62,Female,Pune,Urban,869463,630,0
33,Male,Delhi,Urban,534419,681,1
54,Male,Mumbai,Urban,481038,652,1
62,Female,Pune,Urban,417653,632,0
41,Male,Mumbai,Urban,302227,650,1
42,Male,Kochi,Semi-Urban,413428,663,1
24,Male,Hyderabad,Urban,430260,638,0
38,Male,Kochi,Semi-Urban,347632,681,1
25,Male,Trivandrum,Semi-Urban,296561,727,0
39,Male,Kochi,Semi-Urban,339271,647,0
22,Male,Delhi,Urban,589796,684,1
32,Female,Hyderabad,Urban,688131,783,1
37,Male,Kochi,Semi-Urban,670456,692,1
30,Male,Madurai,Semi-Urban,495668,734,1
54,Female,Bengaluru,Urban,530251,656,1
26,Male,Bengaluru,Urban,673454,738,1
28,Male,Bengaluru,Urban,638491,639,1
31,Female,Pune,Urban,712353,710,1
32,Female,Kochi,Semi-Urban,407523,733,0
29,Male,Pune,Urban,946781,757,1
22,Male,Delhi,Urban,726284,686,1
28,Female,Mumbai,Urban,748559,666,1
31,Male,Coimbatore,Semi-Urban,387818,610,0
56,Female,Chennai,Urban,383186,676,0
30,Female,Hyderabad,Urban,460532,720,1
41,Female,Mumbai,Urban,747395,714,1
40,Male,Hyderabad,Urban,368574,679,1
28,Male,Hyderabad,Urban,689300,698,1
56,Female,Bengaluru,Urban,891722,763,1
49,Male,Chennai,Urban,458596,714,1
62,Male,Hyderabad,Urban,412703,668,1
32,Female,Coimbatore,Semi-Urban,453782,679,0
34,Male,Chennai,Urban,567174,713,1
41,Male,Hyderabad,Urban,790040,709,1
42,Female,Bengaluru,Urban,802315,792,1
41,Male,Delhi,Urban,759745,762,1
64,Male,Kochi,Semi-Urban,211245,628,0
50,Male,Madurai,Semi-Urban,562515,647,0
59,Female,Coimbatore,Semi-Urban,423553,743,0
40,Male,Hyderabad,Urban,680861,641,1
44,Male,Bengaluru,Urban,780008,688,1
43,Female,Chennai,Urban,500171,761,1
27,Female,Pune,Urban,984260,695,1
29,Male,Kochi,Semi-Urban,418777,729,1
21,Female,Bengaluru,Urban,706397,691,1
46,Male,Bengaluru,Urban,1028892,676,1
58,Female,Mumbai,Urban,783615,587,0
58,Male,Chennai,Urban,718896,692,1
64,Male,Coimbatore,Semi-Urban,565917,653,1
42,Female,Delhi,Urban,722295,747,1
64,Male,Kochi,Semi-Urban,489583,553,0
30,Male,Mumbai,Urban,825596,654,1
26,Male,Chennai,Urban,455169,749,1
37,Female,Delhi,Urban,550318,777,1
58,Male,Trivandrum,Semi-Urban,432117,737,0
44,Male,Hyderabad,Urban,531303,713,1
30,Male,Mumbai,Urban,508407,593,1
28,Male,Coimbatore,Semi-Urban,196720,627,0
41,Male,Bengaluru,Urban,606676,726,1
26,Male,Delhi,Urban,503177,615,1
41,Male,Hyderabad,Urban,338098,668,1
59,Male,Trivandrum,Semi-Urban,463095,664,0
44,Female,Bengaluru,Urban,672324,700,1
53,Female,Kochi,Semi-Urban,245210,713,0
38,Female,Bengaluru,Urban,567863,553,1
48,Male,Bengaluru,Urban,829115,694,1
52,Female,Trivandrum,Semi-Urban,513514,645,0
32,Male,Kochi,Semi-Urban,892484,707,1
62,Female,Madurai,Semi-Urban,815163,591,0
47,Male,Delhi,Urban,672806,730,1
30,Male,Delhi,Urban,595170,644,1
62,Male,Trivandrum,Semi-Urban,601346,660,1
52,Male,Hyderabad,Urban,697985,761,1
62,Female,Bengaluru,Urban,999794,673,1
46,Female,Chennai,Urban,700174,729,1
45,Female,Chennai,Urban,897694,678,1
31,Female,Hyderabad,Urban,368185,763,1
43,Male,Pune,Urban,491949,696,1
54,Male,Coimbatore,Semi-Urban,603322,705,1
60,Female,Pune,Urban,868704,689,1
43,Male,Pune,Urban,241692,665,1
49,Female,Mumbai,Urban,1203550,723,1
51,Male,Chennai,Urban,599940,642,1
27,Male,Delhi,Urban,835599,716,1
60,Female,Madurai,Semi-Urban,596790,728,0
53,Male,Mumbai,Urban,436864,706,1
41,Male,Mumbai,Urban,942667,632,1
22,Male,Bengaluru,Urban,561336,702,1
38,Female,Mumbai,Urban,455002,732,1
53,Male,Hyderabad,Urban,676929,616,1
57,Male,Hyderabad,Urban,719214,603,1
54,Male,Madurai,Semi-Urban,666967,722,1
40,Male,Bengaluru,Urban,683256,647,1
55,Male,Pune,Urban,676141,717,1
38,Male,Bengaluru,Urban,846627,765,1
44,Female,Pune,Urban,611320,606,1
28,Female,Delhi,Urban,470366,602,0
50,Male,Trivandrum,Semi-Urban,744487,720,1
64,Female,Chennai,Urban,107103,745,0
30,Male,Kochi,Semi-Urban,720402,765,1
43,Male,Madurai,Semi-Urban,901502,720,1
31,Male,Bengaluru,Urban,752423,673,1
22,Male,Bengaluru,Urban,282252,684,1
46,Male,Hyderabad,Urban,888486,696,1
56,Male,Chennai,Urban,489543,764,1
53,Female,Bengaluru,Urban,639870,694,1
33,Male,Kochi,Semi-Urban,858104,645,1
60,Female,Chennai,Urban,476427,691,0
45,Male,Kochi,Semi-Urban,627789,601,1
24,Male,Madurai,Semi-Urban,339153,652,0
62,Male,Kochi,Semi-Urban,562753,664,1
39,Male,Bengaluru,Urban,366643,660,1
38,Female,Delhi,Urban,696663,600,1
57,Female,Mumbai,Urban,309940,620,0
50,Male,Hyderabad,Urban,582064,679,1
39,Female,Hyderabad,Urban,486582,721,1
43,Female,Pune,Urban,456851,659,1
36,Female,Trivandrum,Semi-Urban,820187,683,1
21,Male,Bengaluru,Urban,385185,723,1
32,Female,Mumbai,Urban,491438,813,1
44,Male,Hyderabad,Urban,638401,664,1
54,Female,Pune,Urban,728495,637,0
28,Male,Pune,Urban,238760,719,1
38,Male,Hyderabad,Urban,564307,722,1
25,Male,Hyderabad,Urban,751334,614,1
46,Male,Delhi,Urban,932764,624,1
50,Female,Mumbai,Urban,606373,611,0
33,Male,Chennai,Urban,319882,644,1
39,Male,Kochi,Semi-Urban,597428,723,1
49,Female,Hyderabad,Urban,503676,697,1
23,Male,Kochi,Semi-Urban,668024,688,1
46,Male,Hyderabad,Urban,968146,630,1
60,Male,Trivandrum,Semi-Urban,365530,627,0
32,Male,Kochi,Semi-Urban,819379,683,1
22,Male,Mumbai,Urban,780619,677,1
31,Male,Trivandrum,Semi-Urban,730879,704,1
64,Female,Mumbai,Urban,652367,749,1
48,Female,Bengaluru,Urban,1014917,623,0
38,Male,Chennai,Urban,858050,672,1
33,Male,Chennai,Urban,483216,685,1
57,Male,Bengaluru,Urban,609829,689,1
42,Female,Trivandrum,Semi-Urban,382959,683,0
32,Male,Hyderabad,Urban,877515,678,1
22,Female,Bengaluru,Urban,609443,689,1
57,Male,Coimbatore,Semi-Urban,215070,705,0
27,Female,Kochi,Semi-Urban,108559,644,0
46,Male,Mumbai,Urban,488373,703,1
46,Female,Chennai,Urban,431515,705,0
44,Male,Chennai,Urban,511369,691,1
32,Female,Mumbai,Urban,558611,758,1
36,Male,Madurai,Semi-Urban,859267,690,1
43,Male,Chennai,Urban,884957,698,1
60,Male,Delhi,Urban,1046578,631,1
29,Female,Pune,Urban,941669,731,1
52,Female,Kochi,Semi-Urban,725914,775,0
35,Male,Mumbai,Urban,319664,687,1
57,Male,Trivandrum,Semi-Urban,760418,576,0
33,Male,Coimbatore,Semi-Urban,284453,733,1
25,Female,Delhi,Urban,666335,748,1
31,Female,Madurai,Semi-Urban,302358,690,0
30,Female,Delhi,Urban,988470,654,1
33,Male,Coimbatore,Semi-Urban,676836,743,1
61,Female,Pune,Urban,558795,739,1
35,Female,Mumbai,Urban,509757,692,1
62,Female,Delhi,Urban,592940,736,1
27,Male,Delhi,Urban,454576,643,0
60,Female,Coimbatore,Semi-Urban,534376,744,0
48,Male,Coimbatore,Semi-Urban,199168,693,0
52,Male,Bengaluru,Urban,415826,664,1
55,Male,Trivandrum,Semi-Urban,367539,685,0
35,Male,Coimbatore,Semi-Urban,704196,720,1
56,Male,Trivandrum,Semi-Urban,606694,695,1
41,Male,Trivandrum,Semi-Urban,773321,771,1
26,Male,Bengaluru,Urban,515824,740,1
21,Female,Mumbai,Urban,622618,621,0
24,Male,Coimbatore,Semi-Urban,193321,726,0
31,Male,Pune,Urban,782184,730,1
64,Male,Chennai,Urban,853322,710,1
46,Female,Delhi,Urban,730182,632,0
57,Female,Coimbatore,Semi-Urban,423893,735,0
43,Male,Trivandrum,Semi-Urban,710780,693,1
49,Female,Kochi,Semi-Urban,635097,629,0
41,Male,Bengaluru,Urban,207943,697,1
47,Female,Trivandrum,Semi-Urban,848237,736,0
59,Male,Coimbatore,Semi-Urban,386514,637,0
60,Male,Trivandrum,Semi-Urban,715019,637,0
33,Male,Trivandrum,Semi-Urban,605682,716,1
43,Male,Mumbai,Urban,869524,698,1
36,Male,Pune,Urban,427264,721,1
50,Female,Coimbatore,Semi-Urban,498877,683,0
24,Female,Delhi,Urban,737839,805,1
60,Male,Pune,Urban,480508,662,1
36,Male,Madurai,Semi-Urban,884635,713,1
51,Male,Coimbatore,Semi-Urban,448553,657,0
62,Male,Delhi,Urban,717659,609,1
45,Female,Delhi,Urban,599182,673,1
64,Male,Hyderabad,Urban,468550,666,1
32,Female,Chennai,Urban,863495,769,1
46,Male,Delhi,Urban,389400,702,1
57,Male,Delhi,Urban,706280,641,1
53,Male,Chennai,Urban,100618,683,1
48,Male,Pune,Urban,664565,635,1
29,Male,Delhi,Urban,844457,667,1
32,Female,Delhi,Urban,570239,732,1
25,Male,Mumbai,Urban,642452,704,1
48,Male,Bengaluru,Urban,941192,597,1
55,Female,Madurai,Semi-Urban,811477,640,0
25,Male,Hyderabad,Urban,154816,638,0
54,Female,Kochi,Semi-Urban,491102,645,0
54,Male,Delhi,Urban,542671,694,1
33,Male,Delhi,Urban,662471,732,1
59,Female,Delhi,Urban,587238,663,1
62,Female,Chennai,Urban,495267,648,0
